Medicine Name,Price
C Pent Eye Drop,36.85
Citiverlin P 500mg/800mg Tablet,540
Cofnil AM 30mg Syrup,58.45
Carepod-CV 200mg/125mg Tablet,192
Coldnac Plus Tablet,55
Cufdoz-A Syrup,61
Cetrila Plus Syrup,37.5
Covatil LZ 500 mg/600 mg Tablet,547
Clo 500mg Tablet,69
Cobeta 6S Cream,110
Cutin 20 Tablet,95
Cavam 5mg Tablet,25
Cefigem 100mg Tablet DT,75
Colinext P 500mg/400mg Tablet,700
Catchliv 300mg Tablet,350
Clonir 0.5mg Tablet,18
Celrim TZ 1000 mg/125 mg Injection,581.89
Cilnipine 20 Tablet,114.13
CEFI O TABLET DT,145.91
Cado-Z Suspension,115
Cardiotel-Trio 6.25 Tablet,100
Colrab DSR Tablet,72
Cosome Tablet,30
Cinarin 75mg Tablet,30
Carbon 200mg Capsule,80
Coffson LS Oral Drops Raspberry,51.5
Clobnate-N Cream,18
Clomicare 25 Tablet,44
Clobego S 6 Ointment,190
Cobeta 6S Cream,110
Cavam 5mg Tablet,25
Colrab DSR Tablet,72
Cefugen 500mg Tablet,235
Cetral Cold Tablet,6.25
CD Phex 500mg Capsule,95
Colinol 20mg/650mg Tablet,33
Cough DM 5mg/2mg/10mg Soft Gelatin Capsule,80
Cresar M 40mg/50mg Tablet,181.18
Cefigem-O 200mg/200mg Tablet,103.53
Citaphar 10mg Tablet,50
Clobate-S Ointment,50
Colonext Oral Suspension,79
Cezone 1gm Injection,95
Cutri 20mg Capsule,145
Cynidip 20mg Tablet,96
Chlosan Plus 5mg/2.5mg Tablet,30
Coldec Syrup,46
Cefolac CV 100 DT Tablet,101
Cado-Z Suspension,115
Cardiotel-Trio 6.25 Tablet,100
Clerich 500mg Tablet,432.5
Cdtel 40mg Tablet,88
Cindex 200mg Tablet,57.65
Cindom 15mg/20mg Tablet,73.8
Celodate 20 Injection,520
Ctcol 500mg Tablet,465
Ciladoc 10mg Tablet,63
Cifex-O Tablet,169
Cufzer Syrup,109
Cindom 15mg/20mg Tablet,73.8
CIPROLET AH 250 MG/300 MG TABLET,39.95
CARDULES PLUS 50MG/20MG CAPSULE,39.9
Candisun B Cream,40
Clompic-CV Forte 457mg Dry Syrup Mango,138
Clonabris 0.25mg Tablet,15
C Tri 125mg Injection,34.45
Crisol A Syrup,72
Coldson DS Syrup,60
Clavspark Dry Syrup,62
Cufzer Syrup,109
Cognisan 90mg Tablet,182.4
Clofresh Advance Cream,28.75
Cloterite B Cream,51.34
Cefivec 1.5gm Injection,124
Cefxi O Tablet DT,122.5
Ccbest M 10mg/25mg Tablet,86
Cebanex Forte 1000 mg/500 mg Injection,193
Cipromac OZ Tablet,56
Canzol Soap,120
Clocer 100mg Tablet,56.72
Cefotax 250mg Injection,12.06
Ceficrat CV Tablet,171.42
Cpink  XT   20mg Injection,243.75
CEFROM 1 GM INJECTION,744
Cfx CV Tablet,201.4
Clymo Forte Powder for Oral Suspension,189
Calcium Leucovorin 50mg Injection,288.12
Cereloid 1mg Tablet,220
Ciprocon 500mg Tablet,14.25
Clinmax A Gel,134.5
Coldguard XT 500 mg/30 mg/4 mg Tablet,32
Clinderm 1% Gel,42.86
Cons 1000 mg/500 mg Injection,106.17
Ceftis 200mg Tablet,158.17
Cherrymint Syrup,38.72
Cypotin Syrup,32.5
Crf D Syrup,98
Cledomox 200 mg/28.5 mg Dry Syrup,67.12
Colinem Forte 2Million IU Injection,2112
Cefact 250mg Tablet,280
Cefjoy CV 200mg/125mg Tablet,140
CEFACURE 250 MG TABLET,52.75
Covarace 5 mg/50 mg Tablet,80.76
Cefacin 500mg Syrup,45.07
Ciprosyn TZ Tablet,75
Cebrum 5mg Tablet,14.28
Cefdon 500mg Injection,43.75
Cetral Cold Syrup,12.21
Cipromac Eye/Ear Drops,11.25
Combimox Capsule,64
Cutisalic 6 Ointment,76.1
Coderan  50 mg/50 mg Tablet,52.82
Carvipress Tablet,63
Clid 300mg Injection,60.5
Calmese 2mg Injection,12.12
Cepenta Eye Drop,45
Calnif Retard 20mg Tablet,7.8
Carten 50mg Tablet,12.75
Calmese 2mg Tablet,12.16
Clid 300mg Injection,60.5
Calnif Retard 20mg Tablet,7.8
Cons 1000 mg/500 mg Injection,106.17
Clinderm 1% Gel,42.86
Carvipress Tablet,63
Carten 50mg Tablet,12.75
Ceficrat CV Tablet,171.42
Cefjoy CV 200mg/125mg Tablet,140
CEFACURE 250 MG TABLET,52.75
Cpink  XT   20mg Injection,243.75
Cefotax 250mg Injection,12.06
Cardirose Gold 40mg Tablet,345
Clymo Forte Powder for Oral Suspension,189
Cledomox 200 mg/28.5 mg Dry Syrup,67.12
CEFROM 1 GM INJECTION,744
Cfx CV Tablet,201.4
Clocer 100mg Tablet,56.72
Cuzide-SR Tablet,110
Clinza 300mg Capsule,260
Caditor Ez 20mg/10mg Tablet,87.85
Chirof SF Syrup,50
Canpex-B Cream,40
Cinz 25mg Tablet,25
Cathox 200mg Tablet,49
Cetriwin 10mg Tablet,10
Clovin-N Gel,100
Ceflo 200mg/200mg Tablet,198
Clidatop Cream,112.5
Clopitan 75mg Tablet,56
Cefoxid 125mg Tablet,57.21
Clopiton Asp 75mg/75mg Tablet,49
Clyda Gel,78
Cortosept 30mg Tablet,350
Cofrest Syrup,57.5
C Tax-O Dry Syrup,91.28
Cuclear Gel,124.5
Celtere 80mg Injection,9990
Clovenac P 100mg/325mg Tablet,39.5
Clinpride Gel,55
Cofnyl Expectorant,69.75
Cefadel-O Dry Syrup,74
Ceftmax 375 Injection,47.55
Cbact 1gm Injection,228.75
Ceftidel-S 1.5gm Injection,128.6
Cocine 1gm Injection,489
Citrolac 1.53gm Syrup,53.6
Cefpogud CV 200mg/125mg Tablet,275.6
Crinone Tablet,172.03
Clobius 5mg Tablet,41.4
Citiron-M Syrup,78.5
Cidim 20mg/40mg Tablet MD Lemon,80
Cosodril Cold Plus Tablet,57.35
Cefutil 250 Tablet,250
Colvaxy Tablet,45
Cuffwall AX Syrup,70
Cold XL Plus Tablet,37
Conifix 100mg Tablet DT,85
Cefgro L 200mg Tablet,159
Cefobang 100mg Dry Syrup,127
Cottace TH 100mg/4mg Tablet,165
Ceftis 200mg Tablet,158.17
Ciprocon 500mg Tablet,14.25
Ciprazole 500 mg/600 mg Tablet,73
Combimox Capsule,64
Clid 300mg Injection,60.5
Calmese 2mg Injection,12.12
Ceflox O 200mg/200mg Tablet,260
Cefawell 500 Tablet,415.5
Coniark 20mg Tablet,110
Cofrest Syrup,57.5
C Tax-O Dry Syrup,91.28
Claw 500mg Tablet,37
Clinpride Gel,55
Cefpogud CV 200mg/125mg Tablet,275.6
Corsyl-LA Syrup,74
Cefadel-O Dry Syrup,74
Cifochem 200 LB Tablet DT,135
Clindaily Gel,195
Cofnyl Expectorant,69.75
Citled 10mg Tablet,19
Cortistan 40 Injection,80
Cipcare-TZ Tablet,95
Coff-Tuss Oral Suspension Mango,105
Citlin P 500mg/800mg Tablet,490
Cbact 1gm Injection,228.75
Cocine 1gm Injection,489
Ceftidel-S 1.5gm Injection,128.6
Ceftmax 375 Injection,47.55
Ciprotech TZ 500mg/600mg Tablet,77.5
Cefrimon 500mg/500mg Injection,240
Cefcon 50 Dry Syrup,78
Cedaglip M 500mg/20mg Tablet,124.96
Clifresh 10mg Tablet,120
Crinone Tablet,172.03
Crab Plus 5mg/500mg Tablet,30
Cefobang 100mg Dry Syrup,127
Cefpokinz 200 DT Tablet,191
Cofnar Syrup,68
Cantoheal-D Tablet,187
Cefgro L 200mg Tablet,159
Caldisig Nano Shot,69
Cypoler Syrup,105
Cyprina-T Syrup Sugar Free,120
Closit 10 Tablet,80
Cottace TH 100mg/4mg Tablet,165
Ceftus 50mg Suspension,38.76
Cefonext-TZ 1.125 Injection,188
Contixate O 200mg/200mg Tablet,175
Conjumed 5 Tablet,599
Cyplo T Syrup,78
Crof-OZ Tablet,78
Cufliv-LS Syrup,73
Captiva ES 30mg/40mg Capsule,110
Capdoxy 100mg Injection,476
Cetaza M 5mg/10mg Tablet,102
Clobsave F Cream,149
Coxiheal 90mg Tablet,134
Casrol-LS Syrup,105
Colvaxy Tablet,45
Cognolin  Injection,160
Cegava 500 mg/500 mg Injection,218.7
Confector Tablet,350
Cinz 25mg Tablet,25
Clotzin Cream,46.3
Clanac MR Tablet,65
Cytoheart OD 60mg Tablet,161
CEP-MR Tablet,38
Cuthro 250mg Tablet,64.3
Cethol M Syrup,64
Czar AM 25mg/2.5mg Tablet,21
Clomias 50mg Tablet,105
Cenocef LB 200mg Tablet DT,165
Canoxy 500mg/125mg Tablet,101
Clops ES 0.5mg/10mg Tablet,69.7
Clocalm 0.25mg Tablet,17
Cepown 100mg Dry Syrup,110
Cefox CV 500mg/125mg Tablet,475
Cetil 250mg Injection,74.9
Cafex 50mg Dry Syrup,42
Cepal 650mg Tablet,17.32
Cedon LB Syrup,51.22
Cefozox Dry Syrup,85
Canafung Cream,24.27
Carcet H 25mg Tablet,38.9
Coolkrit-A Syrup,79
Citzer Cold New 5mg/500mg/5mg Tablet,45
Conivas 20mg Tablet,120
Coldown Plus Tablet,24
Coniark 20mg Tablet,110
Canpride 1mg Tablet,34.9
Consern 20 Tablet DT,118
Corvus 6mg Tablet,89
Crt 4mg Tablet,55
Cortifin Cream,128
Cefotiva 1.5 Injection,299
Cofline-D Syrup,67
Cefiviz-O Tablet,153
Cyron Oral Drops,41
Cefoser S 1000mg/500mg Injection,273
Coniderm L 1% Cream,104.5
Careflox 200mg Tablet,48
Chupo Syrup,54
Clonyl 50mg Tablet MD,33.8
Cefodaz 200mg Tablet DT,220
Coldhit Oral Suspension,55
Candivolt Plus Cream,78
Conimol 650mg Tablet,32
Cortnar 6 Tablet,89
Conifix 100mg Tablet DT,85
Cold XL Plus Tablet,37
Cobarise Plus Injection,127
Canazole Dusting Powder,33
Cefstrong 50mg Oral Suspension,60
Colchi-MR 8 Tablet,260
C-Infinity Face Serum,1199
Cepal 650mg Tablet,17.32
Cedon LB Syrup,51.22
Citzer Cold New 5mg/500mg/5mg Tablet,45
Care OD 10mg/20mg Capsule,45
Cenocef LB 200mg Tablet DT,165
Citilin 500mg Tablet,638
Cafidol Tablet,20
Cepoxime-CV 200mg/125mg Tablet,600
Candesar 8mg Tablet,48
Cefodaz CV 200mg/125mg Tablet,192
Carcet H 25mg Tablet,38.9
Cefozox Dry Syrup,85
Coolkrit-A Syrup,79
Cefox CV 500mg/125mg Tablet,475
Clocalm 0.25mg Tablet,17
Cafex 50mg Dry Syrup,42
Cadof 200mg Tablet,55
Cepown 100mg Dry Syrup,110
Cetil 250mg Injection,74.9
Clops ES 0.5mg/10mg Tablet,69.7
Canafung Cream,24.27
Coldown Plus Tablet,24
Conivas 20mg Tablet,120
Canpride 1mg Tablet,34.9
Cilicad 10mg Tablet,83
Carustine 100mg Injection,4300
Ceffrench OF 200mg/200mg Tablet,113.85
Colicure Plus 80 mg/250 mg Tablet,48.4
Cefnak 200 Tablet DT,97
Ceffrench 100mg Tablet DT,83
Cytoheart OD 60mg Tablet,161
Cyporyk Syrup,110
Cefpox CV 200mg/125mg Tablet,350
Cefonus 200 Tablet,150
Coldmac P 10mg/325mg/5mg Tablet,25
Conjumed 5 Tablet,599
Cefpokinz 200 DT Tablet,191
Cefonext-TZ 1.125 Injection,188
Cypoler Syrup,105
Ceftus 50mg Suspension,38.76
Caldisig Nano Shot,69
Clobsave F Cream,149
Casrol-LS Syrup,105
Crof-OZ Tablet,78
Cefgro L 200mg Tablet,159
Cetaza M 5mg/10mg Tablet,102
Cawind 20mg Tablet,100
Cnof MS Syrup,87
Cinrab LS 75mg/20mg Capsule,163
Critpime 250mg Injection,99
Cufiset LS Syrup,99
CZ 500mg/600mg Tablet,69
Closent-0.25 MD Tablet,19.83
Cabozanib 20mg Tablet,5040
Cilostoz 50mg Tablet,98
Cocef 200mg Tablet DT,240
Cilbeat 10mg Tablet,68
Cefonic-CV 200mg/125mg Tablet,195
CEFIZOX 250 MG INJECTION,143.5
Caspopure 70mg Injection,16000
Calcijoint 600000IU Injection,35
Cepred D 6mg Tablet,125
Cisaish 10mg Injection,850
Ctasorin M Forte 100mg/1000mg Tablet,190
Coxizen TH 60mg/4mg Tablet,260
CENRIDE 100 MG TABLET,85
Clip T 10mg/40mg Tablet,90
Cucid ES 40mg Tablet,80
Clodon 0.25mg Tablet,19.2
Colitis 25mg Dry Syrup,57
Cefron 250mg Tablet,44.38
Czole 1% Soap,61
Chemocof-DX Syrup Mango Sugar Free,98
Cabolong Tablet,10431
Carespas Oral Drop,37
Com Q 250mg Tablet,257
Cybercid 15mg/20mg Tablet,55
Cabotib 60 Tablet,13000
Corditel AM 40mg/5mg Tablet,149
Chymoside-A Tablet,167
Cofsy DMR Tablet,59
Clomik-MN Cream,60
Cyproultizyme Syrup Delicious Mixed Fruit,99
Cawind 20mg Tablet,100
Cozykof B Syrup,74
Coxizen TH 60mg/4mg Tablet,260
Cinavil 25 Tablet,49
Cilnicaid-Trio Tablet,120
Cyporma Syrup,125
Cisaish 10mg Injection,850
Caspopure 70mg Injection,16000
Ctasorin M Forte 100mg/1000mg Tablet,190
Cazanat 60mg Tablet,13000
Cefura Dry Syrup,84
Curefeel 100mg Tablet DT,43
CEFIZOX 250 MG INJECTION,143.5
Calcijoint 600000IU Injection,35
Cepred D 6mg Tablet,125
CC Dex Syrup,80
CZ 500mg/600mg Tablet,69
Cinrab LS 75mg/20mg Capsule,163
Clinbid 1% Gel,145
Coxiset TH 60mg/4mg Tablet,160
Cethol 10mg Tablet,26.2
Cnof MS Syrup,87
Cepoway-CV Tablet,246
Conimol 650mg Tablet,32
Canazole Dusting Powder,33
Cortnar 6 Tablet,89
Caldisig Nano Shot,69
Cypoler Syrup,105
Cefonext-TZ 1.125 Injection,188
Ceftus 50mg Suspension,38.76
Cetaza M 5mg/10mg Tablet,102
Cantoheal-D Tablet,187
Cefpokinz 200 DT Tablet,191
Capdoxy 100mg Injection,476
Conifix 100mg Tablet DT,85
Chupo Syrup,54
Cofnar Syrup,68
Cold XL Plus Tablet,37
Cefoser S 1000mg/500mg Injection,273
Closit 10 Tablet,80
Cyprina-T Syrup Sugar Free,120
Conjumed 5 Tablet,599
Cottace TH 100mg/4mg Tablet,165
Cufliv-LS Syrup,73
Coff-Tuss Oral Suspension Mango,105
Ceftidel-S 1.5gm Injection,128.6
Cocine 1gm Injection,489
Cefadel-O Dry Syrup,74
Ciprotech TZ 500mg/600mg Tablet,77.5
Cefrimon 500mg/500mg Injection,240
Cuffwall AX Syrup,70
Cbact 1gm Injection,228.75
Ceftmax 375 Injection,47.55
Colvaxy Tablet,45
Cedaglip M 500mg/20mg Tablet,124.96
Clifresh 10mg Tablet,120
Citlin P 500mg/800mg Tablet,490
Citiron-M Syrup,78.5
Cofmin D Syrup,95
Crekuff D Syrup,78
Clobius 5mg Tablet,41.4
Cefutil 250 Tablet,250
Crinodef 6mg Tablet,80
Corsyl-LA Syrup,74
Celtere 80mg Injection,9990
Clovenac P 100mg/325mg Tablet,39.5
Cefspan 100mg Capsule,63.72
Cetsafe M Syrup,65
Ceflox O 200mg/200mg Tablet,260
Clopiton Asp 75mg/75mg Tablet,49
Clyda Gel,78
Cosodril Cold Plus Tablet,57.35
Calcigiant DB Capsule,129
Cypralin 2mg/275mg Syrup,85
Cortio Tablet,99
Cozen 150mg Tablet,12.15
Coligan Tablet,60
Citirise Tablet,540
Cgdrone 100mg Tablet,58.5
Clarom 500mg Tablet,594
Cefiflow-O Tablet,180
Cilostoz 50mg Tablet,98
Cordro 100mg Injection,37
Cefoped AB Dry Syrup,71.46
Citibrit Plus Tablet,730
Cefort Tablet,299
Cata-Dict 0.1 Tablet,16
Cytoflu 500mg Tablet,7000
CEFIZOX 250 MG INJECTION,143.5
Cyporma Syrup,125
Caspopure 70mg Injection,16000
Cisaish 10mg Injection,850
Ctasorin M Forte 100mg/1000mg Tablet,190
Cazanat 60mg Tablet,13000
Cepred D 6mg Tablet,125
Calcijoint 600000IU Injection,35
Cinavil 25 Tablet,49
Clinbid 1% Gel,145
Cinrab LS 75mg/20mg Capsule,163
Cefonic-CV 200mg/125mg Tablet,195
Cozykof B Syrup,74
Cawind 20mg Tablet,100
Clozet 100mg Tablet,82
Cbtaz 1.125gm Injection,319
C Mpred 40mg Injection,56.5
Cholecius-D3 Nano Shot (5ml Each) Sugar Free,196
Constiblis 2mg Tablet,275
Cipkon TZ 500mg/600mg Tablet,64
Cefpoglen CV 200mg/125mg Tablet,190.5
Clovate F Cream,107
Cufen FX Oral Suspension,64.5
Curerosu F 160mg/10mg Tablet,279
Cranvio P 500mg/800mg Tablet,434
C Loc 75mg Syrup,80
Clobkare -XL Cream,125
CarbetSam 100mcg Injection,400
Carbox OD 300mg Tablet,74.28
Cavmox-CV Duos Dry Syrup,100
Cardinid T 10mg/40mg Tablet,89.5
Cipdose 500mg Tablet,20.83
Cefta-One-S Injection,125
Cetril Syrup,13
Cadotril 15mg Sachet,146.3
Clotipar B Lotion,149
Cadprol 25mg Tablet XL,35.2
Convulex 500mg Tablet ER,82
Cucon 150mg Tablet,12.45
Cezin 10mg Tablet,5.4
Cefikos-LB 200 Tablet,140
Chymobid-AP Tablet,195
Clozcare 25 Tablet,23
Ciro 200mg Tablet DT,101
Caspopure 70mg Injection,16000
Coxiset TH 60mg/4mg Tablet,160
Cawind 20mg Tablet,100
Cofvector Syrup,58.5
CENRIDE 100 MG TABLET,85
Cucid ES 40mg Tablet,80
Citipro 500mg Tablet,473
Cetril AM 5mg/75mg Tablet,51
Coldshi Syrup Mixed fruit flavour,89
Cozykof B Syrup,74
Cinavil 25 Tablet,49
Curerosu F 160mg/10mg Tablet,279
CarbetSam 100mcg Injection,400
Cufen FX Oral Suspension,64.5
C Loc 75mg Syrup,80
Cgros 20mg Tablet,179
Cofish AX Syrup,38.5
Cromstet 250mg Tablet,164
C-Hop 100mg Soft Gelatin Capsule,197.6
Clof 50 mg/500 mg Tablet,59.5
COFENAC 50 MG/325 MG TABLET,17.12
C-Well Eye Drop,195
Carebet-GC Cream,75
Clotipar B Lotion,149
Cefixiv 200 LB Tablet,145
Clopin 100mg Tablet,60.5
Cramcipher 750mg/50mg/250mg Tablet,175
Cystos 250mcg Injection,675
Citiron 500 Tablet,499
Cetpine 5mg Syrup,17
Cyblex M 60XR Forte Tablet,143.47
Cazithro 100mg/5ml Suspension,27
Cloprobit GM Cream,39
Caditril 6.4mg Tablet,189.9
Cantil Medicated Soap,80
Clomeva Q 50mg/50mg Tablet,195
Cetriliv M Syrup,55
Cel 3G O Tablet,200
Cabanine Tablet,157.5
Cefac 500mg Tablet,567
Cepovo Dry Syrup,173.7
Cefo A-Z 200 Tablet,185.5
Candidac B Cream,69.75
COFENAC 50 MG/325 MG TABLET,17.12
Chlorotame Forte Tablet,38.5
Clof 50 mg/500 mg Tablet,59.5
Cgros 20mg Tablet,179
Celmol-CT Tablet,105.8
Clivarine Injection,509
Cleen See Cream,99
Cobeta 0.05% Lotion,75
Cynac-SP Tablet,60
C-Well Eye Drop,195
Citiwise P Plus Tablet,560
Cadi O M Suspension,36
Coniderm FB Cream,71.5
Clinlaben 10mg Tablet,70
Clikace SP 100mg/325mg/15mg Tablet,95
Clamox 1000 mg/200 mg Injection,142.19
Cefixiv 200 LB Tablet,145
Cefditran 200mg Tablet,283.5
Cadee Dry Syrup,52
Cefipal 200mg Tablet DT,97.5
Convulex 500mg Tablet ER,82
Canex Gel,52
Cefikos-LB 200 Tablet,140
Chymobid-AP Tablet,195
Cezin 10mg Tablet,5.4
Cucon 150mg Tablet,12.45
Cefwin 250mg Tablet DT,37.46
Cefta On 500mg Injection,39
Cbflam MR 100mg/325mg/250mg Tablet,80
Cmvcel 450mg Tablet,3625
Cabanine Tablet,157.5
Controsec 40mg Tablet,65.34
Cypliz Syrup,88
Calmgut 10mg/20mg Capsule,34.82
Cepovo Dry Syrup,173.7
Cetriliv M Syrup,55
Cel 3G O Tablet,200
C Plus 750mg Tablet,93
Clonia 100mg Tablet,69.63
Cillin CV 500mg/125mg Tablet,202
Ceftisure 250mg Injection,27.71
Chinar 5mg/325mg/5mg Tablet,37
Clozostrong-DP Dusting Powder,99
Camopan 100mg Tablet,125
Cipril 5mg Tablet,55.5
Cefixwell 200 LB Tablet DT,138
Cruze 250mg Tablet,270
Citiwise P Plus Tablet,560
Coniheyl D Tablet,190
Cobeta 0.05% Lotion,75
Coxi-O 200mg/200mg Tablet,165
Ciwi 200mg Tablet,169
Carniplus 100mg/500mg Tablet,270
Cranvio P 500mg/800mg Tablet,434
Cumep 500mg Tablet,1200
Clobkare -XL Cream,125
Colirite Oral Suspension,99
Cavmox-CV Duos Dry Syrup,100
Cefpoglen CV 200mg/125mg Tablet,190.5
Cepdim CV 200mg/125mg Tablet,189
Cuftuf BR Oral Suspension,85
C Tofa 5mg Tablet,370
Calcirin Tablet,160
Cipleumab 40mg Injection,18000
Crodec Tablet,35
Cexus 500mg Capsule,117
Clovate F Cream,107
Clomycin Cream,74
Carbocon 500mg Tablet,49
Cilapress 5mg Tablet,29
Cipdose 500mg Tablet,20.83
Cef XP 200mg/125mg Tablet,298
Colicking 12.5mg Dry Syrup,45
Clamox 500 mg/125 mg Tablet,182.56
Cipronol-D Eye Drop,32
Creslaur 10mg Tablet,130
Cofnix BM Syrup,64.9
Colirite Oral Suspension,99
Cumep 500mg Tablet,1200
Corvin 250mg Tablet,261.4
Clintop 1% Cream,41
Cantel 400mg Tablet,2.06
Cefditran 200mg Tablet,283.5
Clomycin Cream,74
Cilapress 5mg Tablet,29
Cefta-One-S Injection,125
Cardinid T 10mg/40mg Tablet,89.5
Cilagard 20mg Tablet,49.5
Cefipal 200mg Tablet DT,97.5
Cadotril 15mg Sachet,146.3
Colicking 12.5mg Dry Syrup,45
Cartelma-H Tablet,89
Cipdose 500mg Tablet,20.83
Cofdel DX Syrup,73
Cado-Z Suspension,55
Calm U 0.5mg/10mg Tablet,65.9
Crodec Tablet,35
Cipleumab 40mg Injection,18000
Cefixwell 200 LB Tablet DT,138
Ceftaro 1000 Injection,50.34
Coldpic-DS Oral Suspension,49
Carbocon 500mg Tablet,49
Cofzar DX Syrup,65
Cefodril 125mg Syrup,19.25
Cepdim CV 200mg/125mg Tablet,189
Cilimed 10mg Tablet,72
Cuftuf BR Oral Suspension,85
Cavmox-CV Duos Dry Syrup,100
Cafe Cof Plus Syrup,75
Canirab-DSR Capsule,86
Cipronol-D Eye Drop,32
Clamox 500 mg/125 mg Tablet,182.56
Cloval 1% Soap,125
Cruze 250mg Tablet,270
Cmvcel 450mg Tablet,3625
Cucon 150mg Tablet,12.45
Cezin 10mg Tablet,5.4
Chymobid-AP Tablet,195
Cexus 500mg Capsule,117
Cadee Dry Syrup,52
Claviforce 625 Tablet,295
Cyptan Syrup,93
Clinet Gel,58.75
Cadprol 25mg Tablet XL,35.2
Conimox CV 250mg/125mg Tablet,115
Coldwel XL Tablet,33
Cufever BR Syrup,65
Citodac Syrup,54
Colchico 4mg Tablet,95
Consern 10mg Tablet,65.7
Cefpojet-CV 325 Tablet,210
Cilatone-T40 Tablet,123.75
Carveford 3.125mg Tablet,30
Cortek 200mg Injection,60.97
Ciprolone 500 Tablet,39.98
Cobasoft 500mcg Injection,77
Clonic P 100mg/325mg Tablet,29.5
Cybercold 5mg/5mg/500mg Tablet,38
Cypobrik Syrup,110
Cefoxid 500mg Tablet DT,22.89
Cugrel 75mg Tablet,39
Cortpic 8mg Tablet,99
Campicillin 500mg Injection,15.52
Catrab DSR 30mg/20mg Capsule,61
Cbpenem 1gm Injection,459
Celostatin 10mg Injection,21000
Cefo A-Z 200 Tablet,185.5
Critzol 500mg Infusion,72.5
Cemol 500mg Tablet,5
Closum 5 Tablet MD,47
Clobazap 10mg Tablet,66.35
Calcito S 100IU Injection,295
Clonofast 0.25mg Tablet,18.55
Cargrel AV 10mg/75mg Tablet,115
Coekastle Kid 2.5 mg/4 mg Tablet,65.71
Carnil-AC 100mg Tablet,19.8
Cefpojet-CV 325 Tablet,210
Corlin 10mg Tablet,58
Cortek 200mg Injection,60.97
Ciprolone 500 Tablet,39.98
Cleen See Cream,99
Celmol-CT Tablet,105.8
Clivarine Injection,509
Clarics 500mg Tablet,170
Cadi O M Suspension,36
Cilaht TN 10mg/40mg Tablet,110
Cobasoft 500mcg Injection,77
Cilatone-T40 Tablet,123.75
Ceqiz 100 DT Tablet,88.5
Cruxime 200mg Tablet,89
C Mee 250mg Tablet,249
Cobagain PG 500mcg/50mg Tablet,75
Cepotuf 200mg Tablet,218.39
Cefix-DS Suspension,54.43
Citolin 500 Tablet,540
Cycoline Syrup,80
C Pox CV 200mg/125mg Tablet,265
Clinzee-N Topical Gel,58
Cugrel 75mg Tablet,39
Cypobrik Syrup,110
Cbpenem 1gm Injection,459
Campicillin 500mg Injection,15.52
Cortpic 8mg Tablet,99
Coxitor 120 Tablet,120
Consiral 50 Capsule,258.61
CAVIBUTOL-H 300MG/800MG TABLET,33.16
Cefoxid 500mg Tablet DT,22.89
Catrab DSR 30mg/20mg Capsule,61
Candiwiz Gel,65
Colmisa 135 Tablet,145
Corlin 10mg Tablet,58
Ciazepam .25mg Tablet,19
Ceftralin-S 1gm/0.5gm Injection,128
Conipred 4mg Tablet,58
Cybercold 5mg/5mg/500mg Tablet,38
Cabcin 500mg Tablet,42
Ciprolic 300 Tablet,56.67
Clinzee-N Topical Gel,58
Cutispot Cream,180
Cefoman-CV Tablet,240
Cabcin 500mg Tablet,42
Ciprolic 300 Tablet,56.67
Celostatin 10mg Injection,21000
Clarry AM 30mg/100mg/2.5mg Tablet,35
Ciprozid 500mg Tablet,79
Carnipro D Capsule,118.09
Cewar 100mg Tablet DT,79
Clirax 5mg/2.5mg Tablet,19
Cebay 200mg Tablet,87.56
Cypel Syrup,51.5
Coldimix DS Oral Suspension,56
Cuffwall AX Syrup,70
Coraz 500 Tablet,71.33
Caroza Tablet ER,120.3
Cortiflaz 6mg Tablet,58.08
Cefil 125mg Tablet,257.25
Cipzen D Plus  Tablet,113.5
Cutiderm Cream,56
Cerzin L 2.5mg/5ml Syrup,11.85
Cyclofez Eye Drop,70
C Tax-O XL Tablet,70.98
Cilpin 10 Tablet,54
COBESE 60 MG CAPSULE,219
Clinlup 1% Gel,15.87
Cerona 0.5mg Tablet,60
Constez Powder,20
Carbapen M 1000mg Injection,890
Censir 50mg Tablet,36
Chlorpromazine 50mg Tablet,9.79
Cloza 50mg Tablet,49.6
Ceaseflam Tablet,99
Coolem-DSR Capsule,100
Cyclospas Suspension,50
Clarid 250mg Tablet,240
CC GO Tablet,32.5
Combither Dry Syrup,230
Cefadroxyl 125mg Syrup,18.58
Cefocef 50mg Tablet,28
CLEBOPRO 0.5 MG TABLET,54.9
Chemogef 250mg Tablet,1176.5
Cinvert 75mg Tablet,40.83
Coldrest  Syrup,28.77
Cefwar CV 200 mg/125 mg Tablet,264
Clobavate gm Ointment,42
Clen B Cream,18.08
Cipmox CV Dry Syrup,52.92
Clene Gel,37.55
Cefrine 125mg/20mg Tablet DT,111.2
Cetricon 10mg Tablet,13.48
Citico Plus 500 mg/400 mg Tablet,371.03
Caroza Tablet ER,120.3
Constez Powder,20
Cetriliv AC Tablet,53.5
Carbapen M 1000mg Injection,890
Consivas D3 Tablet,99.5
Clinlup 1% Gel,15.87
Cerona 0.5mg Tablet,60
C Tax-O XL Tablet,70.98
Clinlup 1% Gel,15.87
Cerona 0.5mg Tablet,60
Cureflamp Tablet,41
Cortiflaz 6mg Tablet,58.08
COBESE 60 MG CAPSULE,219
Cilpin 10 Tablet,54
Cerzin L 2.5mg/5ml Syrup,11.85
Cefil 125mg Tablet,257.25
